order_id,customer_id,order_date,ship_date,status,payment_mode,discount_pct
1476,166,2024-06-07,,Shipped,COD,5
1477,89,2022-02-19,2022-02-20,Delivered,Debit Card,5
1478,830,2022-10-15,,Cancelled,UPI,10
1479,582,2022-05-28,2022-06-01,Delivered,Debit Card,20
1480,195,2023-03-01,2023-03-04,Delivered,Credit Card,10
1481,634,2022-10-10,,Shipped,Credit Card,10
1482,895,2022-05-26,2022-05-29,Delivered,UPI,20
1483,104,2022-08-30,2022-09-02,Delivered,UPI,20
1484,24,2023-04-04,,Shipped,UPI,5
1485,400,2024-01-03,2024-01-04,Delivered,COD,5
1486,548,2023-05-10,,Cancelled,COD,20
1487,320,2024-03-28,2024-04-02,Delivered,Credit Card,0
1488,483,2023-06-23,2023-06-26,Delivered,UPI,10
1489,206,2023-11-17,,Cancelled,UPI,5
1490,561,2023-11-07,,Pending,Debit Card,0
1491,242,2024-10-07,2024-10-13,Delivered,Net Banking,25
1492,856,2022-03-14,2022-03-19,Delivered,UPI,10
1493,758,2022-06-15,,Cancelled,Credit Card,0
1494,278,2022-03-27,2022-04-02,Delivered,Credit Card,5
1495,359,2024-06-02,2024-06-03,Delivered,Debit Card,5
1496,954,2022-04-24,2022-04-29,Delivered,Debit Card,5
1497,623,2024-02-16,2024-02-20,Delivered,Debit Card,20
1498,54,2024-03-03,2024-03-09,Delivered,Debit Card,10
1499,438,2022-10-10,2022-10-13,Delivered,UPI,25
1500,361,2023-02-01,2023-02-03,Delivered,COD,5
1501,95,2022-01-21,2022-01-26,Delivered,Debit Card,20
1502,47,2022-01-31,,Cancelled,UPI,0
1503,79,2022-04-27,2022-04-30,Delivered,UPI,0
1504,359,2023-05-16,2023-05-20,Returned,UPI,10
1505,674,2022-09-08,2022-09-10,Delivered,UPI,20
1506,507,2024-01-02,,Cancelled,COD,15
1507,731,2023-09-12,,Pending,Debit Card,5
1508,890,2023-05-16,2023-05-21,Delivered,UPI,20
1509,107,2022-04-21,2022-04-25,Delivered,UPI,25
1510,287,2022-06-10,2022-06-12,Delivered,UPI,20
1511,313,2023-03-08,2023-03-09,Delivered,Debit Card,0
1512,241,2024-06-20,2024-06-21,Delivered,Credit Card,0
1513,511,2022-03-11,2022-03-18,Delivered,Credit Card,5
1514,989,2022-06-23,2022-06-27,Delivered,COD,10
1515,20,2024-02-23,2024-02-27,Delivered,UPI,5
1516,189,2024-06-01,2024-06-06,Delivered,Debit Card,0
1517,782,2023-12-14,,Pending,COD,10
1518,945,2023-06-22,,Shipped,Credit Card,0
1519,350,2024-06-07,,Cancelled,Debit Card,0
1520,827,2022-08-12,2022-08-19,Delivered,Net Banking,5
1521,961,2024-12-31,2025-01-07,Delivered,Credit Card,25
1522,532,2023-06-17,2023-06-19,Delivered,UPI,5
1523,930,2022-02-01,2022-02-02,Delivered,Debit Card,5
1524,256,2023-08-29,2023-09-01,Delivered,UPI,25
1525,371,2023-07-05,2023-07-06,Delivered,Debit Card,25
1526,128,2023-09-21,2023-09-28,Delivered,UPI,5
1527,184,2024-06-27,2024-06-28,Delivered,Credit Card,15
1528,990,2024-01-05,2024-01-09,Delivered,COD,5
1529,60,2022-06-12,2022-06-13,Delivered,Credit Card,10
1530,452,2023-01-04,2023-01-11,Delivered,Debit Card,5
1531,507,2022-09-18,2022-09-24,Delivered,UPI,25
1532,51,2023-04-22,2023-04-29,Delivered,UPI,20
1533,451,2023-10-12,2023-10-18,Delivered,Debit Card,0
1534,266,2023-06-12,2023-06-17,Delivered,COD,10
1535,736,2022-04-02,2022-04-07,Delivered,UPI,0
1536,455,2022-08-20,2022-08-25,Delivered,UPI,10
1537,381,2024-05-01,2024-05-03,Delivered,Credit Card,5
1538,26,2023-10-31,2023-11-06,Delivered,UPI,10
1539,384,2024-08-21,,Pending,UPI,0
1540,165,2024-01-25,2024-01-26,Delivered,COD,25
1541,109,2023-03-10,,Shipped,Credit Card,20
1542,803,2023-12-06,,Pending,UPI,25
1543,34,2022-11-04,2022-11-05,Delivered,Net Banking,0
1544,982,2023-04-05,2023-04-11,Delivered,Net Banking,20
1545,429,2022-09-06,,Shipped,Credit Card,0
1546,622,2024-08-25,2024-08-28,Delivered,Credit Card,10
1547,200,2023-08-24,,Pending,UPI,10
1548,237,2024-07-22,2024-07-26,Delivered,Net Banking,5
1549,751,2024-04-19,2024-04-20,Delivered,UPI,20
1550,937,2024-01-12,2024-01-19,Delivered,Credit Card,15
1551,429,2023-04-16,2023-04-21,Delivered,COD,0
1552,251,2024-04-14,2024-04-17,Delivered,Debit Card,25
1553,815,2023-08-11,2023-08-15,Delivered,UPI,10
1554,518,2022-10-31,2022-11-02,Delivered,Credit Card,5
1555,898,2024-07-18,2024-07-25,Delivered,UPI,5
1556,568,2024-08-20,2024-08-27,Delivered,UPI,0
1557,442,2022-02-19,2022-02-24,Delivered,Net Banking,0
1558,888,2024-12-20,,Pending,COD,10
1559,131,2024-04-03,2024-04-04,Delivered,UPI,5
1560,345,2023-11-21,2023-11-22,Delivered,Credit Card,0
1561,757,2023-12-28,,Pending,COD,15
1562,759,2024-06-11,2024-06-17,Delivered,Credit Card,0
1563,188,2024-11-09,2024-11-14,Delivered,COD,25
1564,379,2024-07-17,2024-07-23,Delivered,Credit Card,20
1565,603,2023-07-27,,Pending,UPI,5
1566,506,2023-11-30,2023-12-05,Delivered,Credit Card,20
1567,521,2024-05-23,2024-05-25,Delivered,UPI,0
1568,43,2023-03-08,2023-03-11,Delivered,UPI,25
1569,102,2023-12-13,2023-12-17,Delivered,UPI,5
1570,450,2023-04-04,,Cancelled,UPI,5
1571,621,2022-08-06,,Pending,Debit Card,0
1572,99,2023-02-28,2023-03-01,Delivered,Credit Card,0
1573,613,2022-03-23,,Pending,Credit Card,5
1574,7,2024-09-27,,Shipped,UPI,5
1575,289,2024-05-23,2024-05-26,Delivered,Credit Card,15
1576,941,2022-08-13,2022-08-17,Delivered,COD,0
1577,911,2024-06-04,2024-06-07,Delivered,UPI,0
1578,750,2022-08-27,2022-09-02,Returned,COD,5
1579,77,2023-11-01,2023-11-07,Delivered,UPI,15
1580,754,2024-11-16,2024-11-17,Delivered,UPI,10
1581,444,2022-07-25,,Pending,Debit Card,10
1582,195,2022-03-14,,Pending,Credit Card,5
1583,141,2024-02-10,,Cancelled,UPI,5
1584,272,2024-08-20,2024-08-23,Delivered,COD,15
1585,135,2023-02-11,2023-02-18,Delivered,UPI,20
1586,741,2023-03-15,2023-03-20,Delivered,UPI,20
1587,214,2022-12-31,2023-01-04,Delivered,Debit Card,25
1588,647,2023-04-26,2023-04-29,Delivered,Credit Card,0
1589,861,2023-04-20,,Cancelled,Debit Card,15
1590,816,2024-03-14,2024-03-15,Delivered,Credit Card,5
1591,225,2022-08-19,2022-08-23,Returned,COD,5
1592,993,2024-07-04,2024-07-06,Delivered,Debit Card,0
1593,476,2023-10-16,2023-10-22,Delivered,UPI,10
1594,132,2024-09-17,,Shipped,COD,25
1595,422,2023-04-26,2023-05-03,Delivered,UPI,5
1596,802,2024-04-17,2024-04-23,Delivered,Debit Card,5
1597,326,2024-04-22,2024-04-25,Delivered,Credit Card,10
1598,935,2022-04-22,2022-04-28,Delivered,Debit Card,10
1599,839,2022-04-04,2022-04-06,Delivered,UPI,25
1600,549,2023-02-27,2023-03-04,Delivered,UPI,25
1601,338,2022-09-22,2022-09-29,Delivered,UPI,0
1602,389,2022-07-04,,Shipped,UPI,10
1603,786,2022-05-10,2022-05-15,Delivered,Credit Card,10
1604,204,2022-11-18,,Shipped,UPI,5
1605,298,2022-11-27,,Pending,UPI,5
1606,567,2023-05-25,,Pending,UPI,0
1607,774,2024-12-14,2024-12-15,Delivered,UPI,15
1608,161,2023-08-03,2023-08-04,Delivered,UPI,5
1609,279,2022-09-11,,Shipped,UPI,10
1610,135,2023-07-07,,Cancelled,UPI,20
1611,740,2024-04-30,2024-05-05,Delivered,Debit Card,20
1612,942,2022-11-07,2022-11-09,Delivered,Credit Card,10
1613,852,2023-10-02,,Shipped,Credit Card,0
1614,310,2023-07-16,2023-07-20,Delivered,UPI,25
1615,386,2023-08-20,2023-08-25,Delivered,UPI,10
1616,286,2024-09-16,2024-09-18,Delivered,Debit Card,20
1617,392,2022-02-05,2022-02-12,Returned,Debit Card,10
1618,560,2022-08-10,2022-08-14,Delivered,Credit Card,0
1619,790,2023-04-21,2023-04-27,Delivered,Credit Card,0
1620,319,2023-11-12,2023-11-13,Delivered,Credit Card,0
1621,575,2022-12-13,2022-12-15,Delivered,Net Banking,25
1622,86,2022-10-17,2022-10-23,Delivered,COD,20
1623,860,2023-04-22,2023-04-25,Delivered,Credit Card,10
1624,759,2023-11-23,,Shipped,UPI,25
1625,614,2024-04-12,,Cancelled,UPI,5
1626,774,2024-09-27,2024-09-30,Delivered,UPI,5
1627,473,2024-09-16,2024-09-17,Delivered,COD,0
1628,436,2022-06-08,2022-06-13,Delivered,Debit Card,0
1629,767,2022-09-06,2022-09-07,Delivered,Credit Card,0
1630,907,2024-05-18,2024-05-22,Delivered,Credit Card,20
1631,144,2024-05-06,2024-05-09,Delivered,UPI,10
1632,738,2023-07-10,2023-07-15,Delivered,Credit Card,10
1633,666,2022-12-06,2022-12-13,Delivered,Credit Card,5
1634,629,2024-01-31,2024-02-02,Delivered,UPI,15
1635,959,2023-11-08,,Pending,Debit Card,0
1636,169,2024-12-09,2024-12-13,Delivered,Credit Card,10
1637,184,2022-11-04,2022-11-07,Delivered,Net Banking,0
1638,719,2023-01-20,2023-01-23,Delivered,UPI,15
1639,97,2022-05-06,2022-05-09,Delivered,Credit Card,0
1640,652,2023-04-08,2023-04-11,Delivered,UPI,5
1641,292,2024-05-22,2024-05-29,Delivered,UPI,25
1642,413,2023-06-06,2023-06-07,Delivered,Debit Card,5
1643,607,2022-11-09,2022-11-12,Delivered,UPI,0
1644,578,2022-07-29,2022-08-01,Delivered,Credit Card,10
1645,590,2023-07-22,2023-07-28,Returned,Debit Card,25
1646,932,2024-08-27,2024-08-29,Delivered,UPI,5
1647,94,2022-10-28,2022-10-31,Delivered,Credit Card,0
1648,80,2022-04-17,2022-04-23,Delivered,COD,10
1649,484,2023-11-01,2023-11-06,Delivered,Debit Card,5
1650,403,2024-02-12,2024-02-15,Delivered,Debit Card,10
1651,859,2024-12-05,2024-12-12,Delivered,UPI,25
1652,220,2022-12-07,,Pending,COD,0
1653,861,2024-06-14,2024-06-20,Delivered,Credit Card,5
1654,124,2024-06-10,2024-06-17,Delivered,UPI,10
1655,478,2023-12-10,2023-12-12,Delivered,UPI,20
1656,392,2024-02-06,2024-02-08,Delivered,Debit Card,0
1657,453,2024-01-10,2024-01-13,Delivered,UPI,5
1658,97,2024-01-26,,Pending,Credit Card,0
1659,622,2023-07-14,2023-07-18,Delivered,UPI,15
1660,45,2023-06-03,2023-06-10,Delivered,UPI,25
1661,32,2024-08-22,2024-08-24,Returned,Credit Card,15
1662,485,2022-08-01,2022-08-07,Delivered,UPI,0
1663,754,2022-12-29,,Cancelled,UPI,10
1664,855,2022-09-02,2022-09-05,Delivered,Credit Card,0
1665,100,2023-07-23,2023-07-29,Returned,UPI,25
1666,18,2023-11-13,,Shipped,COD,10
1667,920,2022-12-13,,Cancelled,Credit Card,10
1668,529,2022-01-30,,Pending,UPI,0
1669,67,2023-01-31,,Shipped,Credit Card,5
1670,86,2022-12-20,2022-12-26,Delivered,UPI,5
1671,518,2024-04-18,2024-04-21,Delivered,Debit Card,0
1672,281,2023-12-20,2023-12-25,Delivered,Credit Card,0
1673,953,2024-08-06,2024-08-12,Delivered,COD,0
1674,89,2023-01-16,2023-01-23,Delivered,Credit Card,0
1675,174,2022-01-22,2022-01-28,Delivered,UPI,0
1676,966,2023-05-21,2023-05-27,Delivered,Debit Card,5
1677,774,2022-09-29,2022-10-01,Delivered,UPI,5
1678,286,2022-10-15,2022-10-18,Delivered,UPI,5
1679,905,2023-02-13,2023-02-16,Delivered,UPI,15
1680,95,2024-09-30,2024-10-04,Delivered,UPI,20
1681,850,2022-12-16,2022-12-18,Delivered,COD,10
1682,551,2023-03-08,2023-03-10,Returned,Credit Card,5
1683,351,2024-10-28,2024-10-29,Delivered,Debit Card,5
1684,526,2023-03-08,2023-03-09,Delivered,Credit Card,0
1685,530,2023-01-17,2023-01-20,Delivered,Credit Card,10
1686,578,2024-02-13,2024-02-19,Delivered,COD,10
1687,108,2024-01-05,,Cancelled,UPI,10
1688,487,2023-11-17,2023-11-20,Delivered,COD,0
1689,314,2022-11-30,2022-12-04,Delivered,UPI,0
1690,829,2024-07-23,2024-07-27,Delivered,Debit Card,10
1691,855,2023-05-14,2023-05-18,Delivered,UPI,10
1692,695,2024-04-01,2024-04-08,Delivered,Net Banking,5
1693,958,2024-11-04,2024-11-09,Delivered,Credit Card,5
1694,411,2022-02-28,2022-03-05,Delivered,UPI,5
1695,989,2024-12-09,2024-12-11,Delivered,Net Banking,0
1696,680,2023-11-14,,Shipped,UPI,0
1697,317,2022-10-17,,Shipped,Credit Card,0
1698,472,2022-01-02,2022-01-05,Delivered,UPI,0
1699,315,2022-06-14,2022-06-15,Delivered,COD,10
1700,742,2023-05-17,2023-05-18,Delivered,Credit Card,10
1701,489,2022-11-23,2022-11-29,Delivered,Credit Card,10
1702,218,2024-08-25,2024-09-01,Delivered,COD,5
1703,939,2022-07-16,2022-07-20,Delivered,UPI,0
1704,792,2023-11-01,,Cancelled,COD,10
1705,612,2024-03-17,2024-03-18,Delivered,UPI,25
1706,228,2022-12-31,2023-01-05,Delivered,UPI,10
1707,843,2022-01-04,2022-01-10,Delivered,Debit Card,0
1708,236,2022-10-10,2022-10-14,Delivered,UPI,5
1709,96,2023-11-27,2023-11-30,Delivered,UPI,0
1710,319,2024-03-03,2024-03-07,Delivered,Credit Card,5
1711,184,2022-12-01,2022-12-05,Delivered,Credit Card,0
1712,826,2022-06-19,2022-06-26,Delivered,Debit Card,10
1713,827,2022-01-26,2022-01-30,Delivered,UPI,20
1714,703,2024-07-20,2024-07-24,Delivered,Debit Card,10
1715,790,2022-04-22,2022-04-27,Delivered,UPI,0
1716,827,2024-07-11,2024-07-18,Delivered,Debit Card,10
1717,548,2024-01-18,2024-01-23,Delivered,UPI,10
1718,778,2024-02-25,,Cancelled,UPI,0
1719,346,2023-06-13,2023-06-17,Delivered,COD,15
1720,50,2024-08-09,2024-08-13,Delivered,UPI,15
1721,376,2022-04-13,,Cancelled,Debit Card,5
1722,436,2023-11-23,2023-11-28,Delivered,Debit Card,0
1723,274,2023-01-02,2023-01-05,Delivered,UPI,15
1724,305,2022-03-14,2022-03-19,Delivered,UPI,0
1725,757,2024-03-22,2024-03-24,Delivered,UPI,0
1726,745,2022-10-24,2022-10-27,Delivered,Credit Card,5
1727,996,2024-07-27,2024-08-01,Delivered,UPI,20
1728,470,2022-03-25,2022-03-30,Delivered,UPI,0
1729,742,2022-07-27,2022-07-30,Delivered,Net Banking,0
1730,950,2023-09-11,2023-09-17,Delivered,UPI,5
1731,669,2022-06-12,,Shipped,Credit Card,0
1732,813,2023-01-28,2023-02-02,Delivered,Net Banking,25
1733,553,2023-05-15,2023-05-19,Delivered,UPI,25
1734,221,2024-06-13,2024-06-16,Delivered,Debit Card,0
1735,514,2022-04-04,2022-04-07,Delivered,COD,5
1736,6,2024-04-13,2024-04-16,Delivered,Debit Card,0
1737,274,2024-08-05,2024-08-06,Delivered,Net Banking,10
1738,227,2023-04-06,2023-04-11,Delivered,UPI,0
1739,295,2024-08-01,2024-08-06,Delivered,Credit Card,10
1740,399,2024-09-01,,Pending,UPI,10
1741,328,2023-12-11,,Shipped,UPI,15
1742,216,2024-12-26,2024-12-30,Delivered,Debit Card,5
1743,34,2022-06-10,2022-06-11,Delivered,Credit Card,10
1744,213,2024-12-20,2024-12-24,Delivered,UPI,10
1745,691,2024-08-15,2024-08-20,Delivered,Credit Card,0
1746,361,2024-06-02,2024-06-07,Delivered,Debit Card,5
1747,762,2024-10-02,2024-10-04,Returned,UPI,20
1748,388,2022-09-10,2022-09-15,Delivered,UPI,0
1749,297,2023-01-01,,Cancelled,Debit Card,10
1750,564,2024-04-16,2024-04-19,Delivered,UPI,25
1751,328,2024-01-14,2024-01-19,Delivered,Debit Card,10
1752,549,2024-12-26,2025-01-02,Delivered,COD,15
1753,476,2023-08-10,,Shipped,Credit Card,0
1754,410,2023-08-14,2023-08-20,Delivered,COD,15
1755,177,2022-07-21,2022-07-25,Delivered,Debit Card,10
1756,194,2022-03-01,2022-03-06,Delivered,UPI,25
1757,83,2024-04-17,,Pending,UPI,5
1758,171,2024-08-24,2024-08-30,Delivered,Net Banking,0
1759,616,2024-03-08,2024-03-12,Delivered,COD,0
1760,378,2023-05-06,2023-05-09,Delivered,COD,5
1761,136,2023-08-24,2023-08-28,Delivered,UPI,25
1762,471,2023-05-17,2023-05-24,Delivered,Credit Card,5
1763,182,2024-08-02,2024-08-09,Delivered,UPI,25
1764,340,2022-11-23,2022-11-24,Delivered,Debit Card,0
1765,767,2022-03-08,2022-03-12,Delivered,UPI,20
1766,883,2024-02-29,2024-03-06,Delivered,UPI,5
1767,551,2022-09-05,2022-09-11,Delivered,Credit Card,20
1768,25,2024-06-17,2024-06-24,Delivered,Debit Card,5
1769,408,2022-03-23,2022-03-29,Delivered,Debit Card,20
1770,666,2024-06-20,2024-06-27,Delivered,UPI,0
1771,269,2022-08-17,2022-08-19,Delivered,UPI,10
1772,935,2023-05-13,,Shipped,UPI,0
1773,338,2022-06-01,2022-06-08,Delivered,Debit Card,5
1774,267,2023-12-03,2023-12-09,Delivered,Credit Card,15
1775,265,2023-07-18,2023-07-23,Delivered,Debit Card,0
1776,296,2022-02-23,2022-03-01,Delivered,UPI,10
1777,299,2023-09-21,,Pending,UPI,5
1778,487,2024-06-19,2024-06-21,Delivered,UPI,0
1779,623,2023-08-22,,Cancelled,UPI,5
1780,29,2023-03-10,2023-03-13,Delivered,UPI,0
1781,373,2024-11-07,2024-11-11,Delivered,Net Banking,10
1782,634,2022-12-15,2022-12-22,Returned,Debit Card,25
1783,514,2023-10-06,2023-10-12,Delivered,UPI,15
1784,174,2024-12-11,2024-12-12,Delivered,Credit Card,10
1785,685,2022-05-13,2022-05-15,Delivered,UPI,5
1786,285,2022-09-02,2022-09-07,Delivered,UPI,15
1787,935,2022-01-25,,Shipped,COD,20
1788,920,2023-04-13,2023-04-17,Delivered,UPI,0
1789,642,2022-07-22,,Pending,Credit Card,5
1790,567,2024-12-31,,Shipped,Credit Card,0
1791,994,2022-04-25,2022-04-28,Delivered,Credit Card,5
1792,817,2023-01-10,2023-01-12,Delivered,Debit Card,5
1793,707,2024-07-23,2024-07-28,Delivered,Net Banking,5
1794,285,2022-07-07,2022-07-09,Delivered,Debit Card,0
1795,536,2023-09-13,2023-09-20,Delivered,UPI,25
1796,596,2024-09-04,2024-09-07,Delivered,Credit Card,0
1797,809,2022-05-30,2022-06-03,Delivered,UPI,0
1798,203,2022-07-24,2022-07-27,Delivered,UPI,15
1799,583,2022-01-20,2022-01-26,Delivered,COD,0
1800,908,2024-06-25,2024-07-02,Delivered,UPI,25
1801,468,2022-01-02,2022-01-06,Delivered,UPI,5
1802,647,2022-12-28,2023-01-03,Delivered,Credit Card,5
1803,307,2023-06-26,,Cancelled,UPI,5
1804,695,2024-10-27,2024-10-31,Delivered,Credit Card,0
1805,7,2023-10-16,,Cancelled,Credit Card,15
1806,168,2023-01-02,2023-01-03,Delivered,Credit Card,5
1807,948,2024-06-26,2024-06-28,Delivered,Debit Card,0
1808,798,2022-08-11,2022-08-14,Delivered,UPI,20
1809,328,2024-12-22,2024-12-24,Delivered,Debit Card,25
1810,585,2022-11-13,2022-11-20,Delivered,UPI,10
1811,176,2022-11-20,2022-11-24,Delivered,UPI,20
1812,670,2024-05-03,2024-05-07,Delivered,UPI,5
1813,957,2023-09-14,2023-09-21,Delivered,UPI,10
1814,764,2023-10-08,2023-10-15,Delivered,Credit Card,10
1815,428,2022-01-12,2022-01-15,Delivered,UPI,10
1816,662,2022-10-14,2022-10-21,Returned,Debit Card,0
1817,722,2023-02-19,2023-02-26,Delivered,Debit Card,5
1818,383,2022-02-18,2022-02-23,Delivered,Debit Card,10
1819,574,2023-02-13,,Shipped,Credit Card,15
1820,877,2023-07-16,2023-07-22,Delivered,UPI,10
1821,492,2024-08-20,,Pending,Net Banking,10
1822,705,2024-09-24,2024-09-28,Delivered,Net Banking,25
1823,61,2022-07-27,2022-07-30,Delivered,UPI,20
1824,449,2023-08-06,2023-08-09,Delivered,UPI,0
1825,794,2024-04-27,,Shipped,COD,25
1826,307,2023-02-14,2023-02-19,Delivered,Credit Card,10
1827,560,2023-06-18,2023-06-20,Delivered,COD,0
1828,791,2022-05-20,,Cancelled,Debit Card,10
1829,981,2024-01-10,,Cancelled,Credit Card,5
1830,189,2023-10-20,2023-10-22,Delivered,Credit Card,10
1831,694,2023-06-15,2023-06-17,Delivered,Debit Card,0
1832,123,2024-04-21,2024-04-28,Delivered,COD,0
1833,542,2022-05-04,,Pending,Credit Card,0
1834,580,2024-06-14,2024-06-21,Returned,Net Banking,10
1835,552,2024-10-04,2024-10-10,Delivered,UPI,0
1836,78,2022-07-08,2022-07-10,Returned,Debit Card,20
1837,818,2024-11-17,,Shipped,UPI,15
1838,625,2023-01-26,2023-02-02,Delivered,Debit Card,10
1839,284,2024-08-11,2024-08-17,Delivered,COD,0
1840,339,2022-05-30,2022-06-04,Delivered,Credit Card,15
1841,800,2024-06-04,,Cancelled,UPI,5
1842,7,2024-03-09,2024-03-11,Delivered,UPI,10
1843,266,2023-04-02,2023-04-06,Delivered,Debit Card,20
1844,670,2023-02-15,2023-02-21,Delivered,Credit Card,10
1845,889,2022-11-09,2022-11-11,Delivered,UPI,5
1846,104,2022-02-23,2022-03-02,Delivered,Net Banking,0
1847,131,2023-12-15,,Pending,UPI,10
1848,951,2023-04-17,2023-04-21,Delivered,UPI,0
1849,278,2023-04-23,,Pending,UPI,10
1850,28,2022-10-09,,Cancelled,Net Banking,0
1851,855,2024-02-08,2024-02-12,Delivered,COD,5
1852,51,2024-07-04,2024-07-09,Delivered,UPI,10
1853,835,2022-09-13,2022-09-19,Delivered,UPI,25
1854,529,2022-09-07,2022-09-13,Delivered,UPI,15
1855,620,2024-01-04,2024-01-06,Delivered,UPI,5
1856,93,2024-11-04,2024-11-08,Delivered,UPI,0
1857,17,2022-01-15,2022-01-18,Delivered,Credit Card,0
1858,370,2023-09-27,,Shipped,Credit Card,5
1859,235,2022-06-22,2022-06-23,Delivered,COD,15
1860,975,2023-07-17,2023-07-19,Delivered,COD,0
1861,868,2023-05-25,2023-05-27,Delivered,UPI,20
1862,144,2024-08-20,2024-08-27,Delivered,UPI,5
1863,758,2023-08-24,2023-08-28,Delivered,UPI,0
1864,177,2022-12-24,,Pending,Net Banking,0
1865,374,2022-08-13,,Shipped,UPI,5
1866,314,2024-04-06,2024-04-11,Delivered,COD,5
1867,329,2022-02-28,,Shipped,UPI,15
1868,36,2022-10-23,,Pending,UPI,10
1869,781,2024-12-11,2024-12-13,Delivered,UPI,10
1870,95,2024-05-09,2024-05-13,Returned,UPI,15
1871,426,2024-06-20,2024-06-23,Delivered,Credit Card,0
1872,488,2024-08-19,,Cancelled,UPI,10
1873,673,2024-01-19,,Pending,Debit Card,0
1874,490,2024-10-06,2024-10-08,Delivered,COD,5
1875,225,2024-11-20,2024-11-26,Delivered,Net Banking,5
1876,85,2022-07-14,2022-07-15,Delivered,UPI,25
1877,256,2023-04-09,2023-04-12,Delivered,Debit Card,5
1878,728,2024-08-04,2024-08-07,Delivered,Credit Card,25
1879,779,2022-09-27,2022-10-02,Delivered,UPI,0
1880,755,2022-03-12,2022-03-19,Delivered,Debit Card,0
1881,203,2023-01-09,2023-01-11,Delivered,Credit Card,5
1882,407,2023-10-23,2023-10-25,Delivered,Credit Card,10
1883,644,2024-04-10,2024-04-13,Delivered,UPI,25
1884,559,2024-06-19,2024-06-22,Delivered,UPI,20
1885,346,2023-01-17,2023-01-24,Delivered,COD,15
1886,563,2024-07-23,2024-07-30,Delivered,Debit Card,10
1887,532,2023-06-23,2023-06-28,Delivered,UPI,0
1888,130,2022-07-13,2022-07-14,Delivered,Credit Card,0
1889,564,2023-08-29,2023-09-02,Delivered,UPI,15
1890,567,2022-06-19,2022-06-23,Returned,Net Banking,0
1891,840,2024-11-12,2024-11-19,Delivered,COD,5
1892,18,2023-02-11,2023-02-18,Delivered,UPI,25
1893,156,2024-12-22,2024-12-27,Delivered,COD,10
1894,236,2024-12-23,2024-12-29,Delivered,UPI,0
1895,650,2023-04-09,,Shipped,Debit Card,0
1896,554,2024-05-18,,Cancelled,UPI,10
1897,304,2024-03-09,,Cancelled,Net Banking,15
1898,480,2023-10-22,2023-10-23,Delivered,COD,0
1899,258,2023-10-01,2023-10-02,Delivered,Debit Card,25
1900,61,2024-04-20,2024-04-27,Delivered,Credit Card,0
1901,996,2023-05-12,2023-05-16,Delivered,UPI,10
1902,606,2023-02-01,2023-02-04,Delivered,UPI,5
1903,144,2024-04-02,2024-04-04,Delivered,Debit Card,0
1904,455,2022-10-19,2022-10-25,Delivered,Debit Card,0
1905,121,2024-12-02,2024-12-06,Delivered,UPI,25
1906,238,2024-06-16,2024-06-20,Delivered,UPI,25
1907,158,2022-05-25,,Cancelled,Debit Card,10
1908,897,2023-07-12,,Pending,UPI,5
1909,116,2024-08-13,2024-08-20,Delivered,UPI,15
1910,299,2023-04-06,2023-04-11,Delivered,UPI,25
1911,886,2024-01-13,2024-01-20,Delivered,COD,15
1912,719,2024-06-04,2024-06-11,Delivered,Credit Card,5
1913,742,2023-07-19,,Cancelled,Debit Card,10
1914,430,2023-05-30,2023-06-05,Returned,UPI,0
1915,826,2024-09-21,2024-09-25,Delivered,Credit Card,25
1916,682,2023-06-29,2023-07-04,Delivered,Debit Card,15
1917,622,2024-02-09,2024-02-10,Delivered,COD,10
1918,617,2022-08-09,2022-08-14,Delivered,Debit Card,0
1919,98,2022-08-29,2022-09-04,Returned,UPI,25
1920,727,2024-05-13,,Shipped,Debit Card,0
1921,356,2024-06-20,,Cancelled,Credit Card,20
1922,39,2024-03-27,,Shipped,Credit Card,10
1923,686,2022-02-22,2022-02-23,Delivered,UPI,10
1924,300,2024-04-24,,Shipped,Debit Card,5
1925,368,2023-12-06,2023-12-10,Delivered,Net Banking,5
1926,803,2022-04-08,2022-04-15,Delivered,Debit Card,5
1927,813,2022-11-25,2022-12-01,Delivered,Debit Card,20
1928,330,2024-04-01,2024-04-08,Delivered,Debit Card,0
1929,512,2022-07-02,2022-07-05,Delivered,Credit Card,5
1930,849,2023-09-19,2023-09-22,Delivered,Debit Card,10
1931,637,2024-10-15,2024-10-18,Delivered,Debit Card,5
1932,877,2024-09-21,2024-09-28,Delivered,COD,10
1933,164,2022-12-12,2022-12-15,Delivered,UPI,25
1934,931,2024-11-02,2024-11-07,Delivered,Credit Card,20
1935,183,2024-03-26,2024-03-27,Delivered,UPI,0
1936,729,2024-04-08,,Cancelled,UPI,10
1937,546,2023-12-26,2024-01-02,Delivered,COD,0
1938,980,2023-08-25,2023-08-27,Delivered,Net Banking,10
1939,454,2022-03-25,2022-03-26,Delivered,UPI,5
1940,507,2023-04-05,,Shipped,Net Banking,5
1941,897,2023-04-08,2023-04-09,Delivered,COD,0
1942,304,2023-05-15,2023-05-22,Returned,COD,15
1943,450,2024-04-28,2024-05-02,Delivered,Net Banking,5
1944,191,2024-11-28,2024-12-04,Delivered,Credit Card,10
1945,268,2024-01-16,,Shipped,UPI,10
1946,374,2023-04-26,2023-04-29,Delivered,UPI,0
1947,881,2023-05-21,,Shipped,Credit Card,0
1948,940,2024-11-05,2024-11-12,Delivered,Credit Card,0
